demon	d_deleted	test	t_deleted	start
你还有一个小时吧	一个小时	这是原版的	原版的	2
那你还要寄送什么推荐信	什么推荐信	我今天有这么个想法	这么个想法	4
你有什么经验没	什么经验	你喜欢什么样的呢	什么样的	3
那个适合小婴儿	小婴儿	你有宽胶带吗	宽胶带	2
生长素可能近期有点效果	点效果	这是个语气词啊	个语气词	2
各拥一片天	一片天	消费者是大赢家	大赢家	4
你能来我办公室不	我办公室	我也不知道他们的投诉电话	他们的投诉电话	5
你可以查查你们那边的	你们那边的	你是啥星座呀	啥星座	2
你能接受什么价位的	什么价位的	我今天有这么个想法	这么个想法	4
防晒霜只能管一定时间	一定时间	只是对方是不是看到你的名字	你的名字	9
家里哪有什么事单位肯定事多啊	什么事	我有个重要问题那里有没有厕所	个重要问题	2
防晒霜只能管一定时间	一定时间	我不清楚管理员密码	管理员密码	4
我下班去买点药	点药	我有招行的储蓄卡	招行的储蓄卡	2
俺双方都是独生子女	独生子女	他也是四个月暑假啊	四个月暑假	3
那你就宁愿不结婚也不要华师的	华师的	我就是那时候开始学习医学常识	那时候	3
他不是你亲弟弟吧	你亲弟弟	你那里还有我的照片吗	我的照片	5
这是你们的考验	你们的考验	你是我的初恋	我的初恋	2
这是我的简历	我的简历	她安排了别的任务	别的任务	4
你找天来我宿舍拿吧	我宿舍	我有个重要问题那里有没有厕所	个重要问题	2
你那边应该就是保洁的了	保洁的	这么多年的朋友搞得跟个外人似得	个外人	10
我买了挺多肉丸的	挺多肉丸	我在看下子房子的信息	房子的信息	5
我等下写个大概数给你发过去	个大概数	外部压力是内部调整的机遇	内部调整的机遇	5
我早上收到你短信了	你短信	你还有个姐呢	个姐	3
我也要试试这个机构才行	这个机构	你肯定是一个好爸爸	一个好爸爸	4
你有什么事情跟大人讲了啊	什么事情	送礼也是个技术活	个技术活	4
你能接受什么价位的	什么价位的	你该找个妹子了	个妹子	3
呵呵咱俩差一辈了	一辈	哦我们没有冬季工装	冬季工装	5
囚犯参与剧本创作获殊荣	剧本创作	你上午还是下午有时间做	上午还是下午	1
我跟隔壁的用的一根网线	一根网线	我们是小社	小社	3
我下周二就走了	下周二	你可以去其他地方测试一下	其他地方	4
桌面上就有个这个	个这个	它应该是我党的标杆城市啊	我党的标杆城市	4
毒狗的分身有持续时间么	持续时间	她是个行政的主任	个行政的主任	2
生长素可能近期有点效果	点效果	那是你一辈子的事耶	你一辈子的事	2
很多厂家也会做甲方的工作	甲方的工作	额我不是这个意思哦	这个意思	4
我们只是公司的一个部门	公司的一个部门	我怎么觉得我有点晚睡强迫症	点晚睡强迫症	7
我昨天走了一个半小时	一个半小时	你看什么稿子啊	什么稿子	2
机会大把的	大把	你说模块上的接口吗	模块上的接口	2
要不然谁知道怎么回事	怎么回事	友情是体系外额外的东西	体系外额外的东西	3
我现在给你填写答辩决议呢	答辩决议	我不是冷血动物	冷血动物	3
徒弟只能做到这个程度	这个程度	你说模块上的接口吗	模块上的接口	2
你找天来我宿舍拿吧	我宿舍	每天往返路程需要多长时间	多长时间	8
东方是什么职务啊	什么职务	附近有个民生银行	个民生银行	3
我上个月去找他了	上个月	这是互相的	互相的	2
送礼也是个技术活	个技术活	每天往返路程需要多长时间	多长时间	8
我不再是以前的我	以前的我	我跟我同事一起弄她的店	她的店	8
我在看那套小说	那套小说	还是你们在哪里再要一个孩子啊	一个孩子	9
我没有干妈的微信	干妈的微信	你问问销售的价格	销售的价格	3
以前你是时尚达人	时尚达人	老公是华师的	华师的	3
我现在也是这么教我丫头	我丫头	他知道这个事	这个事	3
你联系一下我们销售经理	我们销售经理	那必竟是他爸	他爸	4
那个旅馆在最边上	最边上	我这里是晚上八点	晚上八点	4
战争什么时候结束	什么时候	我也不知道他们的投诉电话	他们的投诉电话	5
我肯定是每天晚上	每天晚上	我跟隔壁的用的一根网线	一根网线	7
你再看一次我的提问	我的提问	我等下写个大概数给你发过去	个大概数	4
反正我觉得自己是这样的	这样的	我明天发个短信问他	个短信	4
你昨天啥情况啊	啥情况	你联系一下我们销售经理	我们销售经理	5
我就一个床一个桌子啊	一个床一个桌子	他不适合我结婚对象	我结婚对象	4
胡萝卜不是小人参吗	小人参	这里晚上十一点了	晚上十一点	2
你那边应该就是保洁的了	保洁的	他们在做大事情	大事情	4
人家是个大型连锁	个大型连锁	你几几年的啊	几几年的	1
所以你换家医院看看不行吗	家医院	小女孩你昨天去思考什么人生了	什么人生	9
他们这几天可能去我小姨那里了	我小姨那里	这个啥意思	啥意思	2
我提供电子版的	电子版的	我打不通你的	你的	4
我们换了新领导	新领导	我回家路上干啥好呢	回家路上	1
哎我也是这个点起来的	这个点	我也在考虑这个问题	这个问题	5
我我很很注意到一个现象	一个现象	你有活干了小会计	小会计	5
我还得赶点东西	点东西	我就一个床一个桌子啊	一个床一个桌子	2
方向和汽车应该没什么关系	什么关系	这是我的微博	我的微博	2
消费者是大赢家	大赢家	你们都给我打低分	低分	6
你可以去其他地方测试一下	其他地方	我只能找兼职的了	兼职的	4
我就一个床一个桌子啊	一个床一个桌子	你得要多长时间	多长时间	3
我不同意师傅的看法	师傅的看法	我在等最新的电池了	最新的电池	3
你总是能看到营销的本质	营销的本质	你啥时候调去的	啥时候	1
你的光环是你自己的	你自己的	他们给我推荐了一个童言国际	一个童言国际	7
我也不知道他们的投诉电话	他们的投诉电话	因为我这学期还不能做	这学期	3
要不然我也旧貌换新颜啦	旧貌	要不然谁知道怎么回事	怎么回事	6
队长最近也是寂寞期了啊	寂寞期	我就是那时候开始学习医学常识	那时候	3
它的副董是我的同学	我的同学	这是一这是原则问题	原则问题	5
我有个重要问题那里有没有厕所	个重要问题	这里晚上十一点了	晚上十一点	2
她一个人带个孩子也蛮造业	一个人	你么时候来呀	么时候	1
我造个复印件还行	个复印件	恩我正在订机票酒店什么的	机票酒店什么的	5
那你寒假什么打算	什么打算	我们周二晚上还有女生节晚会	周二晚上	2
他应该没多久假期吧	多久假期	我现在给你填写答辩决议呢	答辩决议	7
我们都是一家人	一家人	你还记得你的账号吗	你的账号	4
以后人类也是转基因的了呢	转基因的	我今年年初开始也白头发了	今年年初	1
主专业不是我们学院就是学校的	我们学院	我真的不明白这其中的事	这其中的事	6
我这是说真话	真话	我是海派婚纱争艳	海派婚纱争艳	2
网上有房型图	房型图	这是他大厅	他大厅	2
或者你那个地方什么时候会招人呢	什么时候	糊涂人糊涂账	糊涂账	3
你们是开发商还是营销策划	开发商还是营销策划	他也是四个月暑假啊	四个月暑假	3
你那边应该就是保洁的了	保洁的	你看我身边的老乡	我身边的老乡	2
交流有些障碍了啊	些障碍	她眼神有些像你母亲	你母亲	6
我们不在一个办公室了	一个办公室	然后我去欧时力买了个外套	个外套	9
很多厂家也会做甲方的工作	甲方的工作	你找天来我宿舍拿吧	我宿舍	4
你啥时来	啥时	我也不知道他们的投诉电话	他们的投诉电话	5
她也是放弃了孩子的上课	孩子的上课	动车多少钱	多少钱	2
我倒是没有考虑过这个问题	这个问题	那我明天早上跟她说吧	明天早上	2
这样的说法也震动了我们那个政府	我们那个政府	他是纯爷们	纯爷们	2
你那边现在几点	现在几点	那你考虑哪些方面啊	哪些方面	4
我姐姐说她都这把年纪了	这把年纪	现在儿子肯定多数听老婆的	老婆的	9
我真的不明白这其中的事	这其中的事	他加入他们群了	他们群	3
要不我还是周三周五去吧	周三周五	但是公司有营销策划部门	营销策划部门	5
我也正在物色这方面的人才	这方面的人才	以前我每天早上都路过的	每天早上	3
这样的说法也震动了我们那个政府	我们那个政府	我还是坐周晨那儿	周晨那儿	4
这么多年的朋友搞得跟个外人似得	个外人	贪字头上一把刀	一把刀	4
你可以搜索一下他的文章什么的	他的文章什么的	十月一日为法定假日	法定假日	5
访问学者能搞个球	个球	他们学了奥数和奥英呀	奥数和奥英	4
你有什么文艺啊	什么文艺	或者你那个地方什么时候会招人呢	什么时候	7
我带点小不点的小衣架	点小不点的小衣架	附近有个民生银行	个民生银行	3
韵韵什么时候	什么时候	我造个复印件还行	个复印件	2
他应该没多久假期吧	多久假期	呀你啥时候发的啊	啥时候	2
方向和汽车应该没什么关系	什么关系	大雪在圣诞的时候	圣诞的时候	3
我可能是周六早到	周六早	自己处理点自己的事情	点自己的事情	4
动车多少钱	多少钱	我现在都没个方向	个方向	5
你有宽胶带吗	宽胶带	他问咱有免税政策嘛	免税政策	4
你看我身边的老乡	我身边的老乡	你这年纪轻轻滴失眠个什么撒	个什么	9
你就算是好男人呢	好男人	我今天上午去过你的店	今天上午	1
以后人类也是转基因的了呢	转基因的	我今天下午困死了	今天下午	1
所以你您是我老师	我老师	我不开那样的	那样的	3
那你寒假什么打算	什么打算	我查下这里的时间	这里的时间	3
我们住哪个酒店	哪个酒店	我们没有初稿这一说	初稿这一说	4
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	我回家路上干啥好呢	回家路上	1
我在看下子房子的信息	房子的信息	糊涂人糊涂账	糊涂账	3
她安排了别的任务	别的任务	你是项目的骨干	项目的骨干	2
对男生你有什么期望呢	什么期望	我自己减少了和他们的交往	和他们的交往	6
我父母这次去我姐姐家	我姐姐家	我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	7
那你请啥假	啥假	欧元促进电子商务发展	电子商务发展	4
你今天什么安排	什么安排	我不太好去她家做菜	她家	5
我就见过好几个这样的人	好几个这样的人	他在哪个城市啊	哪个城市	2
这是你才华的发动机	你才华的发动机	他是我小学的好友	我小学的好友	2
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	我知道那个地方	那个地方	3
你操那心呢	那心	你敢嘲笑你哥	你哥	4
你还记得你的账号吗	你的账号	你那里还有我的照片吗	我的照片	5
桌面上就有个这个	个这个	我也有过这样的经历	这样的经历	4
我父母这次去我姐姐家	我姐姐家	我都是用网络硬盘的	网络硬盘	4
胡萝卜不是小人参吗	小人参	她是个行政的主任	个行政的主任	2
我在看下子房子的信息	房子的信息	你得要多长时间	多长时间	3
我还是原来的	原来的	自己处理点自己的事情	点自己的事情	4
我们现在客户需要这类的图书	这类的图书	我路痴一个捏	路痴一个	1
你看社区地图	社区地图	你今天什么安排	什么安排	3
他加入他们群了	他们群	会员分散啥意思	啥意思	4
我也是去看看学校和环境的	学校和环境	那你明后天回家了再劝劝你妈妈列	明后天	2
我们周二晚上还有女生节晚会	周二晚上	因为我看她没什么兴趣	什么兴趣	6
欧元促进电子商务发展	电子商务发展	我买了挺多肉丸的	挺多肉丸	3
你不来交啥钱呀	啥钱	我现在给你填写答辩决议呢	答辩决议	7
下次他什么时候来	什么时候	你还有一个小时吧	一个小时	3
难得他大老远见你一面	一面	她安排了别的任务	别的任务	4
基本她没管家庭和小孩	家庭和小孩	洋插队是什么意思	什么意思	4
你肯定是一个好爸爸	一个好爸爸	我还得赶点东西	点东西	4
现在这里早上十点半	早上十点半	我明天发个短信问他	个短信	4
我现在给你填写答辩决议呢	答辩决议	房子车子都不是我们的名字	我们的名字	7
这个是家折扣点	家折扣点	交流有些障碍了啊	些障碍	3
我买了挺多肉丸的	挺多肉丸	你啥时候来	啥时候	1
你看我的签名	我的签名	你敢嘲笑你哥	你哥	4
桌面上就有个这个	个这个	我们也是学前班上了一个私立学校	一个私立学校	9
你的签名是神马意思啊	神马意思	我肯定是每天晚上	每天晚上	4
你啥时候来	啥时候	你昨天啥情况啊	啥情况	3
也许你有你的难处	你的难处	我不知道他们邮箱	他们邮箱	4
我就没有关心这个问题	这个问题	你那边应该就是保洁的了	保洁的	7
我怎么觉得我有点晚睡强迫症	点晚睡强迫症	我就见过好几个这样的人	好几个这样的人	4
我先看看检查结果	检查结果	现在我只加了电子病历的	电子病历的	6
我没有淘宝账号	淘宝账号	我买了挺多肉丸的	挺多肉丸	3
你租我现在这个房间	我现在这个房间	你明天什么时候面试啊	什么时候	3
你是不是有车老师的邮箱之类的	车老师的邮箱之类的	你给我报个价吧	个价	4
我今天有这么个想法	这么个想法	你就算是好男人呢	好男人	4
你啥时候走	啥时候	这是同学的婚纱	同学的婚纱	2
我对她高中都没什么印象	什么印象	因为我这学期还不能做	这学期	3
我还得赶点东西	点东西	提前批好像是公安之类的	公安之类的	6
但是这个数是周五的股价	周五的股价	你的签名是神马意思啊	神马意思	5
他不是我老公	我老公	然后你把钱打到我的支付宝	我的支付宝	7
我回家路上干啥好呢	回家路上	你有什么打算吗	什么打算	2
你给我报个价吧	个价	法律是道德的最底线	道德的最底线	3
教师待遇太低是根本原因	根本原因	你是我的初恋	我的初恋	2
这个是耳鼻喉科的手术申请单	耳鼻喉科的手术申请单	教师待遇太低是根本原因	根本原因	7
主专业不是我们学院就是学校的	我们学院	我们自己去搞自己的	自己的	6
你还有个姐呢	个姐	因为我这学期还不能做	这学期	3
这周或下周我去社里	社里	官方就需要这样的代表	这样的代表	5
我带点小不点的小衣架	点小不点的小衣架	你啥时候调去的	啥时候	1
我想一下午了	一下午	你那个专业啊	那个专业	1
你在哪个医院	哪个医院	我是海派婚纱争艳	海派婚纱争艳	2
我搬新家了	新家	我就没有关心这个问题	这个问题	6
我说你哥的孩子	你哥的孩子	它的副董是我的同学	我的同学	5
我们公司在搞什么二十周年庆	什么二十周年庆	你是不是有车老师的邮箱之类的	车老师的邮箱之类的	5
那个适合小婴儿	小婴儿	我房东下学期有可能搬走	下学期	3
新条例啥时候能正式施行	啥时候	这么多年的朋友搞得跟个外人似得	个外人	10
我就开了个台球厅和一个网络公司	个台球厅和一个网络公司	你就算是好男人呢	好男人	4
这不是基本的列	基本的	你在哪呆多长时间啊	多长时间	4
我还有点佩服你师傅这样的人	你师傅这样的人	我不再是以前的我	以前的我	4
我可没那么多钱	那么多钱	我也在考虑这个问题	这个问题	5
教师待遇太低是根本原因	根本原因	我只听过他家的卸妆油	他家的卸妆油	4
他应该没多久假期吧	多久假期	只不过大部分人有些特殊需求	些特殊需求	8
那你现在做哪个试验呢	哪个试验	你联系一下我们销售经理	我们销售经理	5
我明天发个短信问他	个短信	一节课多少钱	多少钱	3
她不能算新编辑啊	新编辑	她要回国我住她的房	她的房	6
我不知道上次你看了群聊记录没	群聊记录	贪字头上一把刀	一把刀	4
送礼也是个技术活	个技术活	十月一日为法定假日	法定假日	5
男人不是女人的全部	女人的全部	我们自己去搞自己的	自己的	6
你有宽胶带吗	宽胶带	结果你不接我电话	我电话	5
就是你来我这也很方便啊	我这	他知道这个事	这个事	3
那我这个星期不回去	这个星期	我周日晚上走	周日晚上	1
他不管这些子事	这些子事	咱部催台上道具什么的	台上道具什么的	3
我周四晚火车	周四晚	你受不了那种日子的	那种日子	4
他们这几天可能去我小姨那里了	我小姨那里	你们是现代版的爱情神话	现代版的爱情神话	3
时间一定要这个时候吗	这个时候	那你就吃点饭打发一下时间嘛	点饭	4
我只能找兼职的了	兼职的	这个是耳鼻喉科的手术申请单	耳鼻喉科的手术申请单	3
他不管这些子事	这些子事	我等下写个大概数给你发过去	个大概数	4
我七点钟有小组讨论了所以急死了	小组讨论	你去接触个新人嘛	个新人	4
会员分散啥意思	啥意思	你有什么经验没	什么经验	2
他也是四个月暑假啊	四个月暑假	他们住一楼	一楼	3
个个都几十个学生	几十个学生	我们做弱电系统	弱电系统	3
利民经常干这种事情的	这种事情	骨子里奔流着新闻热血	新闻热血	6
咱们怎么个行程啊	怎么个行程	我们搞情侣款啊	情侣款	3
患难见真情	真情	你是骨科的吗	骨科的	2
这是一这是原则问题	原则问题	你就算是好男人呢	好男人	4
我不是冷血动物	冷血动物	情感的缺失给我造成不少的困扰	不少的困扰	9
他不适合我结婚对象	我结婚对象	十月一日为法定假日	法定假日	5
以前我每天早上都路过的	每天早上	你入市了几多钱	几多钱	4
你么时候来呀	么时候	哦我们没有冬季工装	冬季工装	5
冲冲要做一个小手术	一个小手术	徒弟只能做到这个程度	这个程度	6
利民经常干这种事情的	这种事情	你算哈一共多少钱哈	一共多少钱	3
我下班去买点药	点药	现在我只加了电子病历的	电子病历的	6
胡萝卜不是小人参吗	小人参	我下班去买点药	点药	5
我都没你们电话	你们电话	这个也是要计算机专业的吗	计算机专业的	5
不过我在你后面	你后面	你是说那个图片吗	那个图片	3
你有什么经验没	什么经验	那个适合小婴儿	小婴儿	4
我这是说真话	真话	这是你们的考验	你们的考验	2
你发到我信箱吧	我信箱	战争什么时候结束	什么时候	2
我带点小不点的小衣架	点小不点的小衣架	或者你那个地方什么时候会招人呢	什么时候	7
你男人已经把你当成私有财产了	私有财产	这是我的简历	我的简历	2
大屏幕是台电脑吗	台电脑	胡萝卜不是小人参吗	小人参	5
很多厂家也会做甲方的工作	甲方的工作	你打下我电话吧	我电话	3
他是我小学的好友	我小学的好友	我带点小不点的小衣架	点小不点的小衣架	2
那是男厕所	男厕所	我不开那样的	那样的	3
俺们这边游击队野战军自己折腾	游击队野战军	我肯定是每天晚上	每天晚上	4
你敢嘲笑你哥	你哥	我最近和公司的人有些矛盾	些矛盾	9
队员家长送了张卡	张卡	我都是用网络硬盘的	网络硬盘	4
我现在都没个方向	个方向	你在哪个中介啊	哪个中介	2
这是一段对话	一段对话	你要告诉我英文名	英文名	5
这是一段对话	一段对话	我早上收到你短信了	你短信	5
个个都几十个学生	几十个学生	我也在考虑这个问题	这个问题	5
我有个重要问题那里有没有厕所	个重要问题	这都不是我的号我换手机号了	我的号	4
你是啥星座呀	啥星座	你看我的签名	我的签名	2
你的手套还在我这里	我这里	哎我也是这个点起来的	这个点	4
以前我每天早上都路过的	每天早上	我父母这次去我姐姐家	我姐姐家	6
你认识新朋友没	新朋友	它的副董是我的同学	我的同学	5
那我明天早上跟她说吧	明天早上	房子车子都不是我们的名字	我们的名字	7
利民经常干这种事情的	这种事情	这是你们的考验	你们的考验	2
你是项目的骨干	项目的骨干	我就见过好几个这样的人	好几个这样的人	4
这是个永恒的矛盾	个永恒的矛盾	你么时候来呀	么时候	1
这是我的简历	我的简历	法律是道德的最底线	道德的最底线	3
你在哪个中介啊	哪个中介	欧元促进电子商务发展	电子商务发展	4
我父母这次去我姐姐家	我姐姐家	学校需要什么人	什么人	4
反正我觉得自己是这样的	这样的	呵呵这是你初恋吗	你初恋	4
小弟弟最可怜才一个月	一个月	我姐姐说她都这把年纪了	这把年纪	6
因为我手机是白的	白的	这是你才华的发动机	你才华的发动机	2
女性撑起半边天	半边天	我下班去买点药	点药	5
我在看下大屏幕	大屏幕	哎这伤心是一时的	一时的	5
你在哪个医院	哪个医院	它和启明是一个概念	一个概念	5
这个领导可能有领导的想法吧	领导的想法	你可以查查你们那边的	你们那边的	5
这么多年的朋友搞得跟个外人似得	个外人	所以你您是我老师	我老师	5
它和启明是一个概念	一个概念	我们现在客户需要这类的图书	这类的图书	8
你就看请求那里	请求那里	我以前唱烛光里的妈妈	烛光里的妈妈	4
各有各的好吧	各的好	我周四晚火车	周四晚	1
你啥时来	啥时	个个都几十个学生	几十个学生	3
我现在给你填写答辩决议呢	答辩决议	这是我的微博	我的微博	2
男人不是女人的全部	女人的全部	楼顶各种小花园	各种小花园	2
你什么时候填志愿啊	什么时候	正好我现在一个同事有点心得	点心得	10
我搬新家了	新家	她是个行政的主任	个行政的主任	2
我都得耻骨联合分离症了	耻骨联合分离症	那我明天早上跟她说吧	明天早上	2
我肯定是每天晚上	每天晚上	生长素可能近期有点效果	点效果	8
你在那座城市	那座城市	成人比赛全是业余的	业余的	6
很多厂家也会做甲方的工作	甲方的工作	你可以搜索一下他的文章什么的	他的文章什么的	7
我鄙视俺同学	俺同学	你要告诉我英文名	英文名	5
你要是个男的就好了	个男的	雨巷是总结过去的一种感情	过去的一种感情	5
徒弟只能做到这个程度	这个程度	那我明早一大早打吗	明早一大早	2
我也有过这样的经历	这样的经历	我还有点佩服你师傅这样的人	你师傅这样的人	6
会员分散啥意思	啥意思	我周日晚上走	周日晚上	1
书记今天下午回来	今天下午	你今天什么安排	什么安排	3
利民经常干这种事情的	这种事情	我有点事你先考察一下	点事	2
你中午回家吃点药吧	点药	那是理想国	理想国	2
你去接触个新人嘛	个新人	我们只是公司的一个部门	公司的一个部门	4
我们只是公司的一个部门	公司的一个部门	我今天上午去过你的店	今天上午	1
我们公司在搞什么二十周年庆	什么二十周年庆	这个交通标识是什么意思	什么意思	7
以后人类也是转基因的了呢	转基因的	你们都给我打低分	低分	6
你总是能看到营销的本质	营销的本质	你得要多长时间	多长时间	3
访问学者能搞个球	个球	路由器在我这边	我这边	4
我当你推荐人啊	你推荐人	他是纯爷们	纯爷们	2
他们住一楼	一楼	笨笨你什么时候放假啊	什么时候	3
我在看下大屏幕	大屏幕	我也在考虑这个问题	这个问题	5
帝国归顺山河的吉姆了	山河的吉姆	你发到我信箱吧	我信箱	3
我们现在客户需要这类的图书	这类的图书	以后人类也是转基因的了呢	转基因的	6
基本她没管家庭和小孩	家庭和小孩	我提供电子版的	电子版的	3
你受不了那种日子的	那种日子	文科基本上生活中有点用	点用	9
我打不通你的	你的	你看我的签名	我的签名	2
我真的不明白这其中的事	这其中的事	人家是个大型连锁	个大型连锁	3
主专业不是我们学院就是学校的	我们学院	我肯定是每天晚上	每天晚上	4
他不管这些子事	这些子事	你在哪个中介啊	哪个中介	2
我哪有什么关系	什么关系	游戏叫啥那时候	那时候	4
我们自己去搞自己的	自己的	他们这几天可能去我小姨那里了	我小姨那里	8
要不然我也旧貌换新颜啦	旧貌	咱还没这实力	这实力	3
她昨天咳了一整晚几乎没睡	一整晚	我找别的系的	别的系的	2
我怕她知道我们的聊天	我们的聊天	它和启明是一个概念	一个概念	5
你肯定是一个好爸爸	一个好爸爸	你头像怎么是黑的	黑的	6
哈哈我有机会抱小小宝宝了	小小宝宝	你那边应该就是保洁的了	保洁的	7
我最近就只看了她家的	她家的	我还在那家电力公司	那家电力公司	3
咱俩差不多同时能解脱	差不多同时	以后人类也是转基因的了呢	转基因的	6
当权者不能保护自己的国民	自己的国民	我开了个淘宝店	个淘宝店	3
路由器在我这边	我这边	这是一段对话	一段对话	2
你要找天线供应商	天线供应商	你在哪个医院	哪个医院	2
不过我在你后面	你后面	它应该是我党的标杆城市啊	我党的标杆城市	4
她也是放弃了孩子的上课	孩子的上课	你找我就问这事啊	这事	5
队员家长送了张卡	张卡	大雪在圣诞的时候	圣诞的时候	3
你就说我给你的电话号码	电话号码	我七八点的时候打把	七八点的时候	1
我搬新家了	新家	其实穷也是一种幸福	一种幸福	5
这就是相声小品的文件	相声小品的文件	我那没有那些康乐消费	那些康乐消费	4
我比较喜欢头脑对抗	头脑对抗	我可能是周六早到	周六早	4
附近有个民生银行	个民生银行	战争什么时候结束	什么时候	2
我们搞情侣款啊	情侣款	你受不了那种日子的	那种日子	4
提前批好像是公安之类的	公安之类的	你下午几点结束	下午几点	1
这个是什么意思	什么意思	以后人类也是转基因的了呢	转基因的	6
你受不了那种日子的	那种日子	我可没那么多钱	那么多钱	3
我自己减少了和他们的交往	和他们的交往	昨天那个阿姐叫什么名字啊	什么名字	7
我说中了师傅的心思吧	师傅的心思	你们那边晚上几点啦	晚上几点	4
你是啥星座呀	啥星座	我有个重要问题那里有没有厕所	个重要问题	2
最多你是多买一个保险	一个保险	那门课的成绩就是专四成绩	专四成绩	8
你们那边晚上几点啦	晚上几点	我明天早上有事列	明天早上	1
你们公司叫什么名称	什么名称	他们住一楼	一楼	3
现在这里早上十点半	早上十点半	你啥时候去开会啊	啥时候	1
生长素可能近期有点效果	点效果	附近有个民生银行	个民生银行	3
你看社区地图	社区地图	主专业不是我们学院就是学校的	我们学院	5
你可以去研究这种社会课题了	这种社会课题	这是我的微博	我的微博	2
我也不知道他们的投诉电话	他们的投诉电话	你是本科生还是研究生呢	本科生还是研究生	2
飞月的也在我这里	我这里	他也是四个月暑假啊	四个月暑假	3
你们公司叫什么名称	什么名称	这就是贫富差距的显现	贫富差距的显现	3
你在哪个医院	哪个医院	你去选课网站看下培养计划	选课网站	2
你是项目的骨干	项目的骨干	我是说手机信息	手机信息	3
书记今天下午回来	今天下午	以前你是时尚达人	时尚达人	4
咱没有那个本事跟着去学肯定不行	那个本事	你要有这种信念呀	这种信念	3
你在哪呆多长时间啊	多长时间	这是互相的	互相的	2
你入市了几多钱	几多钱	这个啥意思	啥意思	2
现在我只加了电子病历的	电子病历的	很多厂家也会做甲方的工作	甲方的工作	7
这是我的微博	我的微博	防晒霜只能管一定时间	一定时间	6
我带点小不点的小衣架	点小不点的小衣架	那是男厕所	男厕所	2
战争什么时候结束	什么时候	你有活干了小会计	小会计	5
额我不是这个意思哦	这个意思	他是纯爷们	纯爷们	2
家里哪有什么事单位肯定事多啊	什么事	你什么时候打的电话	什么时候	1
你在哪个中介啊	哪个中介	最多你是多买一个保险	一个保险	6
右边的是我同学	我同学	我没见过她老公	她老公	4
咱俩差不多同时能解脱	差不多同时	他在哪个城市啊	哪个城市	2
你给我报个价吧	个价	我们搞情侣款啊	情侣款	3
肠炎也不是什么疑难杂症啊	什么疑难杂症	因为我手机是白的	白的	6
他不适合我结婚对象	我结婚对象	大屏幕是台电脑吗	台电脑	4
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	我只能找兼职的了	兼职的	4
附近有个民生银行	个民生银行	那你俩照什么主题	什么主题	4
因为我们下学期有开理论犯罪学	下学期	你看什么稿子啊	什么稿子	2
她一个人带个孩子也蛮造业	一个人	你昨儿个晚上又做贼去了	昨儿个晚上	1
我都得耻骨联合分离症了	耻骨联合分离症	雇主雇员应订定暴雨下工作守则	暴雨下工作守则	7
我是大爷型的	大爷型的	动车多少钱	多少钱	2
我早上收到你短信了	你短信	我上个月去找他了	上个月	1
方向和汽车应该没什么关系	什么关系	我跟我同事一起弄她的店	她的店	8
他们在做大事情	大事情	你是什么时候来	什么时候	2
她不能算新编辑啊	新编辑	但是我冒得你滴恒心列	你滴恒心	5
反正我觉得自己是这样的	这样的	我的微博里好多照片	好多照片	5
反正我觉得自己是这样的	这样的	我上次摸过她孩子的屁股了	她孩子的屁股	5
笨笨你什么时候放假啊	什么时候	你在外面问的什么价格啊	什么价格	6
你还有喜剧天赋了列	喜剧天赋	本来文件是什么格式	什么格式	5
我不同意师傅的看法	师傅的看法	这么多年的朋友搞得跟个外人似得	个外人	10
成人比赛全是业余的	业余的	但是房子里还有一个房间	一个房间	7
我明天早上有事列	明天早上	这不是基本的列	基本的	3
你看什么稿子啊	什么稿子	糊涂人糊涂账	糊涂账	3
下次他什么时候来	什么时候	你受不了那种日子的	那种日子	4
他一般不参加我的活动	我的活动	我这是说真话	真话	4
现在这里早上十点半	早上十点半	你联系一下我们销售经理	我们销售经理	5
这是同学的婚纱	同学的婚纱	你的签名是神马意思啊	神马意思	5
附近有个民生银行	个民生银行	我七点钟有小组讨论了所以急死了	小组讨论	5
囚犯参与剧本创作获殊荣	剧本创作	那你就吃点饭打发一下时间嘛	点饭	4
送礼也是个技术活	个技术活	她现在就是属于她男人的	她男人	7
学院近期是要进行大规模调整	大规模调整	这是我的微博	我的微博	2
呵呵咱俩差一辈了	一辈	但我每天都会关注你的签名	你的签名	8
东方是什么职务啊	什么职务	我们搞情侣款啊	情侣款	3
十月一日为法定假日	法定假日	我可烦俺公公了	俺公公	3
你在哪个城市呢	哪个城市	你去接触个新人嘛	个新人	4
这就是相声小品的文件	相声小品的文件	正好我现在一个同事有点心得	点心得	10
你得要多长时间	多长时间	我哪有什么关系	什么关系	3
这个交通标识是什么意思	什么意思	一节课多少钱	多少钱	3
他问咱有免税政策嘛	免税政策	你这年纪轻轻滴失眠个什么撒	个什么	9
要不我方门卫那里	门卫那里	我在抢专家号呢	专家号	3
我明后天再给教练长打电话	明后天	附近有个民生银行	个民生银行	3
我路痴一个捏	路痴一个	然后你把钱打到我的支付宝	我的支付宝	7
你那个专业啊	那个专业	要不我方门卫那里	门卫那里	4
你有宽胶带吗	宽胶带	你啥时候调去的	啥时候	1
