demon	d_label	d_deleted	d_node	d_parent	test	t_label	t_deleted	start	t_node	t_parent
这个作者挺好的	作者挺好的	这个	DP-D4-N0	NP-D3-N0	你可以问问其他客户	你可以问问客户	其他	5	DP-D5-N0	NP-D4-N1
我在区里	我在	区里	LCP-D3-N2	VP-D2-N1	一个人十分多钟左右	一个人	十分多钟左右	3	LCP-D3-N2	VP-D2-N1
这一季我都没追全	这我都没追全	一季	QP-D3-N1	DP-D2-N0	他主要关注警察那一块的	他主要关注警察那的	一块	8	QP-D7-N2	DP-D6-N1
其实里面也没有爱情故事	其实里面也没有	爱情故事	NP-D4-N2	VP-D3-N3	俺儿小时候还喝过来	俺儿还喝过来	小时候	2	NP-D4-N2	VP-D3-N1
我可以包你晚饭	我可以包	你晚饭	NP-D4-N1	VP-D3-N2	这个公寓楼就是酒店式那种的	这个公寓楼就是	酒店式那种的	7	NP-D4-N6	VP-D3-N3
新国标放宽了钢材的使用范围	新国标放宽了	钢材的使用范围	NP-D3-N4	VP-D2-N1	我们现在客户需要这类的图书	我们现在客户需要	这类的图书	8	NP-D3-N4	VP-D2-N1
每个人不能避免	人不能避免	每个	DP-D3-N0	NP-D2-N0	我可没那个耐心了	我可没耐心了	那个	3	DP-D5-N0	NP-D4-N2
那是教育的问题	那是	教育的问题	NP-D3-N2	VP-D2-N1	我最近有些忙累	我有些忙累	最近	1	NP-D3-N1	VP-D2-N1
你可以去研究这种社会课题了	你可以去研究了	这种社会课题	NP-D5-N1	VP-D4-N1	消费者是大赢家	消费者是	大赢家	4	NP-D3-N2	VP-D2-N1
他远程指挥他们的人	他远程指挥人	他们的	DNP-D5-N0	NP-D4-N2	师傅的心在师母身上	心在师母身上	师傅的	0	DNP-D3-N0	NP-D2-N0
他中文比英文好	他中文好	比英文	PP-D3-N2	VP-D2-N2	我从别家搜到的	我搜到的	从别家	1	PP-D4-N1	VP-D3-N1
你给我说你什么时候有时间	你给我说你有时间	什么时候	NP-D6-N1	VP-D5-N2	我就开了个台球厅和一个网络公司	我就开了	个台球厅和一个网络公司	4	NP-D4-N3	VP-D3-N2
我看见好多客户的天线都很简单	我看见天线都很简单	好多客户的	DNP-D5-N0	NP-D4-N0	我最近和公司的人有些矛盾	我最近和人有些矛盾	公司的	4	DNP-D5-N0	NP-D4-N2
大屏幕只是一个卡	大屏幕只是卡	一个	QP-D5-N0	NP-D4-N4	我路痴一个捏	我路痴捏	一个	3	QP-D5-N1	NP-D4-N1
爸爸希望我在国内发展	爸爸希望我发展	在国内	PP-D5-N1	VP-D4-N1	那是你在电脑前看	那是你看	在电脑前	3	PP-D5-N1	VP-D4-N1
之前结核在那边治疗的	之前结核治疗的	在那边	PP-D4-N2	VP-D3-N2	你最近在家干啥	你最近干啥	在家	3	PP-D3-N2	VP-D2-N1
她已经给我说了	她已经说了	给我	PP-D3-N2	VP-D2-N1	我要向你学习	我要学习	向你	2	PP-D4-N0	VP-D3-N2
那我用银行卡给你打要不淘宝查	那我用银行卡打要不淘宝查	给你	PP-D4-N1	VP-D3-N2	他对女生很害羞	他很害羞	对女生	1	PP-D3-N1	VP-D2-N1
右边的是我同学	右边的是	我同学	NP-D3-N2	VP-D2-N1	所以我一个人在家	所以我在家	一个人	3	NP-D3-N2	VP-D2-N2
他老说有些人的性格要改了	他老说的性格要改了	有些人	NP-D7-N0	DNP-D6-N0	你可以搜索一下他的文章什么的	你可以搜索一下他的文章的	什么	11	NP-D8-N0	DNP-D7-N2
但我每天都会关注你的签名	但我都会关注你的签名	每天	DP-D3-N2	VP-D2-N2	我已经不会为这些事情纠结了	我已经不会为事情纠结了	这些	6	DP-D7-N0	VP-D4-N3
你先生的工作很好	的工作很好	你先生	NP-D4-N0	DNP-D3-N0	法律是道德的最底线	法律是的最底线	道德	3	NP-D5-N0	DNP-D4-N0
我不开那样的	我不开	那样的	NP-D4-N2	VP-D3-N2	其他的外国人都是同事同学	其他的外国人都是	同事同学	8	NP-D4-N5	VP-D3-N3
这个互惠生的签证很难办	互惠生的签证很难办	这个	DP-D3-N0	NP-D2-N0	你可以问问其他客户	你可以问问客户	其他	5	DP-D5-N0	NP-D4-N1
反正你最近对我冷漠完勒	反正你最近冷漠完勒	对我	PP-D4-N3	VP-D3-N2	我经常跟我妈提起你们	我经常提起你们	跟我妈	3	PP-D3-N2	VP-D2-N1
我跟我室友說了	我跟說了	我室友	NP-D4-N1	PP-D3-N1	你还是和以前差不多	你还是和差不多	以前	4	NP-D4-N2	PP-D3-N2
你可以搜索一下他的文章什么的	你可以搜索一下他的文章	什么的	OTH-D6-N3	NP-D5-N2	咱部催台上道具什么的	咱部催台上道具	什么的	7	OTH-D4-N3	NP-D3-N3
主任的机器空着	机器空着	主任的	DNP-D3-N0	NP-D2-N0	以前的能看	能看	以前的	0	DNP-D3-N0	NP-D2-N0
但是公司有营销策划部门	但是公司有	营销策划部门	NP-D3-N3	VP-D2-N2	你英文版的在哪儿	你英文版的在	哪儿	6	NP-D3-N3	VP-D2-N1
我到过一家天线厂	我到过	一家天线厂	NP-D3-N3	VP-D2-N1	我看电视他就看不了	我看他就看不了	电视	2	NP-D4-N2	VP-D3-N1
成人比赛全是业余的	成人比赛全是	业余的	NP-D4-N2	VP-D3-N3	我不去厂部	我不去	厂部	3	NP-D4-N2	VP-D3-N2
我跟着你走	我走	跟着你	PP-D3-N1	VP-D2-N1	她昨天跟我说了	她昨天说了	跟我	3	PP-D3-N2	VP-D2-N1
谁谁谁又不跟谁谁玩	谁谁谁又不玩	跟谁谁	PP-D3-N5	VP-D2-N1	她也说我比以前好看多了	她也说我好看多了	比以前	4	PP-D6-N1	VP-D5-N1
我可以给你她的联系方式	我可以给你	她的联系方式	NP-D4-N2	VP-D3-N2	我带孩子回去	我带回去	孩子	2	NP-D4-N1	VP-D3-N1
你这一大早有点欢列	你有点欢列	这一大早	NP-D4-N1	VP-D3-N1	我现在在看	我在看	现在	1	NP-D3-N1	VP-D2-N1
这个人也多想了	人也多想了	这个	DP-D3-N0	NP-D2-N0	这个标准行不	标准行不	这个	0	DP-D3-N0	NP-D2-N0
我舍友的姐姐今年就直接进来住过	的姐姐今年就直接进来住过	我舍友	NP-D4-N0	DNP-D3-N0	你能接受什么价位的	你能接受的	什么价位	4	NP-D6-N0	DNP-D5-N0
每个人心中的比例不同	每个比例不同	人心中的	DNP-D3-N1	NP-D2-N0	我滴成绩不好捏	成绩不好捏	我滴	0	DNP-D4-N0	NP-D3-N0
那你就一次多买点	那你就多买点	一次	QP-D3-N3	VP-D2-N2	我跟隔壁的用的一根网线	我跟隔壁的用的网线	一根	7	QP-D5-N1	VP-D3-N2
你公布了他的心里话	你公布了	他的心里话	NP-D3-N3	VP-D2-N1	我保存为图片	我保存为	图片	4	NP-D3-N2	VP-D2-N1
这就是相声小品的文件	这就是文件	相声小品的	DNP-D5-N0	NP-D4-N2	你的幸福很纯	幸福很纯	你的	0	DNP-D3-N0	NP-D2-N0
你办个招行和广发的就行	你办个的就行	招行和广发	NP-D7-N1	DNP-D6-N1	我家的那个就是这样了	的那个就是这样了	我家	0	NP-D4-N0	DNP-D3-N0
我现在搞计算机方面的	我现在搞	计算机方面的	NP-D4-N2	VP-D3-N2	咱还没这实力	咱还没	这实力	3	NP-D4-N2	VP-D3-N2
老公也在我这边	老公也在	我这边	NP-D4-N2	VP-D3-N2	他们可能是通过其他渠道知道的	他们可能是通过知道的	其他渠道	7	NP-D7-N1	VP-D5-N1
你觉得哪个行的最好	你觉得的最好	哪个行	NP-D6-N0	DNP-D5-N0	竹子的不好	的不好	竹子	0	NP-D4-N0	DNP-D3-N0
这跟工作单位还有关系	这还有关系	跟工作单位	PP-D3-N1	VP-D2-N1	我没用电压力锅给她做过	我没给她做过	用电压力锅	2	PP-D3-N2	VP-D2-N1
他怎么跟文科班扯上关系了	他怎么扯上关系了	跟文科班	PP-D3-N2	VP-D2-N1	我刚给你问了问	我刚问了问	给你	2	PP-D3-N2	VP-D2-N1
你手头上的工作继续	你工作继续	手头上的	DNP-D3-N1	NP-D2-N0	她也是放弃了孩子的上课	她也是放弃了上课	孩子的	6	DNP-D6-N0	NP-D5-N2
它和启明是一个概念	它和启明是	一个概念	NP-D4-N3	VP-D3-N2	奶妈终于在微信上出现了	奶妈终于在上出现了	微信	5	NP-D5-N0	VP-D2-N1
但是我冒得你滴恒心列	但是我冒得列	你滴恒心	NP-D4-N3	VP-D3-N2	我们自己调整时间就好了	我们自己调整就好了	时间	6	NP-D4-N3	VP-D3-N1
我有招行的储蓄卡	我有储蓄卡	招行的	DNP-D4-N0	NP-D3-N2	我说中了师傅的心思吧	我说中了心思吧	师傅的	4	DNP-D5-N2	NP-D4-N3
你看我身边的老乡	你看	我身边的老乡	NP-D3-N2	VP-D2-N1	我明天就可以准备好	我就可以准备好	明天	1	NP-D3-N1	VP-D2-N1
我测试过很多词了	我测试过了	很多词	QP-D3-N3	VP-D2-N1	我又带进来一个败家娘们	我又带进来败家娘们	一个	5	QP-D5-N2	VP-D3-N2
你在梦里陪我吧	你在陪我吧	梦里	LCP-D5-N1	VP-D4-N1	我只能给你问问工程上的同事	我只能给你问问的同事	工程上	7	LCP-D8-N0	VP-D5-N1
你就说我给你的电话号码	你就说我给你的	电话号码	NP-D6-N4	VP-D5-N1	那张有大师水平	那张有	大师水平	3	NP-D3-N3	VP-D2-N1
我等下跟你弄	我等下弄	跟你	PP-D3-N2	VP-D2-N1	那个和医院没有关系	那个没有关系	和医院	2	PP-D3-N1	VP-D2-N1
学校需要什么人	学校需要	什么人	NP-D3-N2	VP-D2-N1	我当时也是觉得我	我也是觉得我	当时	1	NP-D4-N1	VP-D3-N1
你到时跟他联系吧	你到时联系吧	跟他	PP-D4-N2	VP-D3-N1	爸爸希望我在国内发展	爸爸希望我发展	在国内	5	PP-D5-N1	VP-D4-N1
我鄙视俺同学	我鄙视	俺同学	NP-D3-N2	VP-D2-N1	我现在加回了	我加回了	现在	1	NP-D3-N1	VP-D2-N1
这个地方在海边	地方在海边	这个	DP-D3-N0	NP-D2-N0	我那没有那些康乐消费	我那没有康乐消费	那些	4	DP-D4-N0	NP-D3-N3
反正我找了一个	反正我找了	一个	QP-D3-N4	VP-D2-N2	青春就这几年	青春就这	几年	4	QP-D5-N1	VP-D3-N2
移动的很联通的频段是一样的	频段是一样的	移动的很联通的	DNP-D4-N0	NP-D3-N0	那你就买植村秀的	那你就买	植村秀的	4	DNP-D5-N0	NP-D4-N2
我是在我的基础上改的	我是在上改的	我的基础	NP-D7-N0	LCP-D6-N1	雇主雇员应订定暴雨下工作守则	雇主雇员应订定下工作守则	暴雨	7	NP-D6-N0	LCP-D5-N0
我靠我真不该换这个签名的	我靠我真不该换签名的	这个	DP-D7-N0	NP-D6-N1	你说你们这届的	你说你们的	这届	4	DP-D6-N0	NP-D4-N1
钱对她来说很重要	钱很重要	对她来说	PP-D3-N1	VP-D2-N1	我没用电压力锅给她做过	我没给她做过	用电压力锅	2	PP-D3-N2	VP-D2-N1
那个女孩挺不错的	女孩挺不错的	那个	DP-D4-N0	NP-D3-N0	这个行业对我来说特别陌生	行业对我来说特别陌生	这个	0	DP-D3-N0	NP-D2-N0
你们一家的照片比我的还多	你们一家的照片比还多	我的	NP-D4-N5	PP-D3-N3	账务公开什么的跟组织结构无关	账务公开什么的跟无关	组织结构	8	NP-D4-N4	PP-D3-N2
人家站在洋人的立场操作	人家站操作	在洋人的立场	PP-D4-N1	VP-D3-N1	父母都在事业单位工作	父母都工作	在事业单位	3	PP-D3-N2	VP-D2-N1
基本上每个人都开车的	基本上人都开车的	每个	DP-D4-N1	NP-D3-N1	这个世道变了	世道变了	这个	0	DP-D3-N0	NP-D2-N0
我回去用电脑看看	我回去看看	用电脑	PP-D4-N1	VP-D3-N2	只是肚子比你小多了	只是肚子小多了	比你	4	PP-D3-N2	VP-D2-N2
我在这边看到这种的卖的很贵	我在这边看到的卖的很贵	这种	DP-D7-N0	DNP-D6-N0	我找别的系的	我找系的	别的	2	DP-D6-N0	DNP-D4-N0
我倒是没有考虑过这个问题	我倒是没有考虑过	这个问题	NP-D5-N2	VP-D4-N2	消费者是大赢家	消费者是	大赢家	4	NP-D3-N2	VP-D2-N1
中午我打电话给你	中午我打电话	给你	PP-D3-N4	VP-D2-N2	反正你最近对我冷漠完勒	反正你最近冷漠完勒	对我	5	PP-D4-N3	VP-D3-N2
一个人十分多钟左右	人十分多钟左右	一个	QP-D3-N0	NP-D2-N0	我就开了个台球厅和一个网络公司	我就开了个台球厅和网络公司	一个	9	QP-D6-N2	NP-D5-N2
我找别的系的	我找	别的系的	NP-D3-N2	VP-D2-N1	俺公公也很会过日子	俺公公也很会过	日子	7	NP-D5-N1	VP-D4-N5
我说我见过这个样子的	我说我见过样子的	这个	DP-D8-N0	NP-D7-N0	我还在那家电力公司	我还在电力公司	那家	3	DP-D5-N0	NP-D4-N2
这个能不能加点内容	这个能不能加	点内容	NP-D4-N4	VP-D3-N2	难得他大老远见你一面	难得他大老远见你	一面	8	NP-D4-N3	VP-D3-N3
一个串口都打不开	串口都打不开	一个	QP-D3-N0	NP-D2-N0	我们大多数的时间都是发在家上	我们的时间都是发在家上	大多数	2	QP-D4-N1	NP-D2-N0
你公布了他的心里话	你公布了	他的心里话	NP-D3-N3	VP-D2-N1	那有房价下降	那有下降	房价	2	NP-D4-N0	VP-D2-N1
我的名字霸气吧	名字霸气吧	我的	DNP-D4-N0	NP-D3-N0	我也觉得男的好	我也觉得好	男的	4	DNP-D6-N0	NP-D5-N0
现在儿子肯定多数听老婆的	现在儿子肯定多数听	老婆的	NP-D4-N3	VP-D3-N4	要不你们找位置不太好找	要不你们找不太好找	位置	5	NP-D4-N1	VP-D3-N2
你再等几天吧	你再等吧	几天	QP-D5-N2	VP-D4-N2	您认为哪一个对	您认为哪对	一个	4	QP-D5-N1	VP-D2-N1
你可以去研究这种社会课题了	你可以去研究了	这种社会课题	NP-D5-N1	VP-D4-N1	我带衣架	我带	衣架	2	NP-D3-N2	VP-D2-N1
我一点多到他四点以后才能来	我到他四点以后才能来	一点多	NP-D4-N1	VP-D3-N1	而且海边离高铁站很远	而且海边离很远	高铁站	5	NP-D4-N1	VP-D2-N2
我家的那个就是这样了	那个就是这样了	我家的	DNP-D3-N0	NP-D2-N0	你的怎么不搞了	怎么不搞了	你的	0	DNP-D3-N0	NP-D2-N0
我有一个	我有	一个	QP-D3-N2	VP-D2-N1	关键是你俩得试穿下	关键是得试穿下	你俩	3	QP-D4-N0	VP-D2-N1
你雇了多少个人	你雇了	多少个人	NP-D3-N3	VP-D2-N1	我可以给你她的联系方式	我可以给你	她的联系方式	5	NP-D4-N2	VP-D3-N2
等我哪天想不开了我就这么玩儿	等我想不开了我就这么玩儿	哪天	DP-D5-N1	VP-D4-N1	所以你就是纠结在这个地方吧	所以你就是纠结在地方吧	这个	8	DP-D8-N0	VP-D5-N2
只不过大部分人有些特殊需求	只不过大部分人有	些特殊需求	NP-D3-N4	VP-D2-N2	我先看看检查结果	我先看看	检查结果	4	NP-D4-N2	VP-D3-N2
我那个教练人超好	我教练人超好	那个	DP-D3-N1	NP-D2-N0	我就没有关心这个问题	我就没有关心问题	这个	6	DP-D6-N0	NP-D5-N1
伟大哥待会儿再带盒熏鱼	伟大哥待会儿再带	盒熏鱼	NP-D5-N3	VP-D4-N5	我现在走	我走	现在	1	NP-D3-N1	VP-D2-N1
我跟他说好了	我说好了	跟他	PP-D3-N1	VP-D2-N1	这个行业对我来说特别陌生	这个行业特别陌生	对我来说	4	PP-D3-N2	VP-D2-N1
个个都几十个学生	个个都学生	几十个	QP-D5-N0	NP-D4-N1	动车多少钱	动车钱	多少	2	QP-D4-N0	NP-D3-N1
我们公司的宣传册出了	的宣传册出了	我们公司	NP-D4-N0	DNP-D3-N0	我跟隔壁的用的一根网线	我跟的用的一根网线	隔壁	2	NP-D6-N0	DNP-D5-N0
我们现在客户需要这类的图书	我们现在客户需要图书	这类的	DNP-D4-N3	NP-D3-N4	其他的外国人都是同事同学	外国人都是同事同学	其他的	0	DNP-D3-N0	NP-D2-N0
我可烦俺公公了	我可烦了	俺公公	NP-D4-N2	VP-D3-N2	我不需要信任	我不需要	信任	4	NP-D4-N2	VP-D3-N2
我感觉你身上有他的影子	我感觉你身上有	他的影子	NP-D5-N3	VP-D4-N1	她这个人是这样的	她这个人是的	这样	5	NP-D4-N4	VP-D3-N1
她的风格是休闲式	风格是休闲式	她的	DNP-D3-N0	NP-D2-N0	你那边应该就是保洁的了	你那边应该就是了	保洁的	7	DNP-D6-N0	NP-D5-N2
但是这个数是周五的股价	但是这个数是	周五的股价	NP-D3-N4	VP-D2-N2	我再发通知	我再发	通知	3	NP-D4-N2	VP-D3-N2
整个国家公园都建在一个活火山上	整个国家公园都建	在一个活火山上	PP-D4-N6	VP-D3-N3	我看风格和梵西有些像	我看风格有些像	和梵西	4	PP-D5-N1	VP-D4-N1
我舍友的姐姐今年就直接进来住过	的姐姐今年就直接进来住过	我舍友	NP-D4-N0	DNP-D3-N0	你看我身边的老乡	你看的老乡	我身边	2	NP-D5-N0	DNP-D4-N0
风波延烧到政界	风波延烧	到政界	PP-D3-N2	VP-D2-N1	我就在电脑随便找了一张	我就随便找了一张	在电脑	2	PP-D3-N2	VP-D2-N1
你的心里还有愁云	心里还有愁云	你的	DNP-D3-N0	NP-D2-N0	新国标放宽了钢材的使用范围	新国标放宽了使用范围	钢材的	6	DNP-D4-N2	NP-D3-N4
这跟工作单位还有关系	这还有关系	跟工作单位	PP-D3-N1	VP-D2-N1	我再给他打个电话问问你	我再打个电话问问你	给他	2	PP-D3-N2	VP-D2-N1
我们没有初稿这一说	我们没有初稿说	这一	DP-D4-N1	NP-D3-N2	我那个教练人超好	我教练人超好	那个	1	DP-D3-N1	NP-D2-N0
我的话费是公司报销的	话费是公司报销的	我的	DNP-D3-N0	NP-D2-N0	我不同意师傅的看法	我不同意看法	师傅的	4	DNP-D5-N0	NP-D4-N2
我们只是公司的一个部门	我们只是	公司的一个部门	NP-D4-N2	VP-D3-N2	我七点钟有小组讨论了所以急死了	我有小组讨论了所以急死了	七点钟	1	NP-D4-N0	VP-D3-N1
你什么时候去	你去	什么时候	NP-D3-N1	VP-D2-N1	高温没影响牛牛吧	高温没影响吧	牛牛	5	NP-D5-N2	VP-D4-N2
我是给我爱人定的	我是给定的	我爱人	NP-D6-N1	PP-D5-N0	我经常跟我妈提起你们	我经常跟提起你们	我妈	4	NP-D4-N2	PP-D3-N2
我在区里	我在	区里	LCP-D3-N2	VP-D2-N1	我睡床上了	我睡了	床上	2	LCP-D3-N2	VP-D2-N1
我不是觉得你俩和我关系好嘛	我不是觉得你俩和好嘛	我关系	NP-D9-N3	PP-D8-N2	这边老板就靠这个吃饭	这边老板就靠吃饭	这个	6	NP-D4-N2	PP-D3-N3
你那边应该就是保洁的了	你那边应该就是了	保洁的	NP-D5-N2	VP-D4-N1	这种结构怎么当旅馆	这种结构怎么当	旅馆	7	NP-D4-N5	VP-D3-N3
我提供电子版的	我提供	电子版的	NP-D3-N2	VP-D2-N1	医生建议十一	医生建议	十一	4	NP-D3-N2	VP-D2-N1
那个人跟我联系了	那个人联系了	跟我	PP-D3-N2	VP-D2-N1	我到时在地铁站口接你	我到时接你	在地铁站口	3	PP-D3-N2	VP-D2-N1
你是不是有车老师的邮箱之类的	你是不是有	车老师的邮箱之类的	NP-D4-N4	VP-D3-N2	我基本不在里面说话	我基本不在说话	里面	5	NP-D4-N3	VP-D2-N1
你啥时候走	你走	啥时候	NP-D3-N1	VP-D2-N1	我现在都愁死了	我都愁死了	现在	1	NP-D3-N1	VP-D2-N1
一个人跑来跑去	人跑来跑去	一个	QP-D3-N0	NP-D2-N0	我觉得你把它作为一份工作就好	我觉得你把它作为工作就好	一份	8	QP-D9-N0	NP-D8-N2
人家站在洋人的立场操作	人家站在立场操作	洋人的	DNP-D6-N0	NP-D5-N1	我看了一下牌子比费城的多	我看了一下牌子比多	费城的	8	DNP-D5-N1	NP-D4-N5
你办个招行和广发的就行	你办个的就行	招行和广发	NP-D7-N1	DNP-D6-N1	但是这个数是周五的股价	但是这个数是的股价	周五	6	NP-D5-N1	DNP-D4-N3
自己做了一份	自己做了	一份	QP-D3-N3	VP-D2-N1	改革开放不止一条路	改革开放不止路	一条	6	QP-D4-N0	VP-D2-N1
你们是开发商还是营销策划	你们是	开发商还是营销策划	NP-D3-N2	VP-D2-N1	老公也在我这边	老公也在	我这边	4	NP-D4-N2	VP-D3-N2
您认为哪一个对	您认为哪对	一个	QP-D5-N1	DP-D4-N0	这一季我都没追全	这我都没追全	一季	1	QP-D3-N1	DP-D2-N0
学校需要什么人	学校需要	什么人	NP-D3-N2	VP-D2-N1	我们单位肯定跟国家一样的	我们单位肯定跟一样的	国家	7	NP-D5-N4	VP-D3-N1
你是我的初恋	你是初恋	我的	DNP-D4-N0	NP-D3-N2	孩子躺在母亲的臂弯里	孩子躺在臂弯里	母亲的	4	DNP-D6-N0	NP-D5-N0
你去给我带个眼霜	你去给我带	个眼霜	NP-D5-N3	VP-D4-N1	我早上收到你短信了	我收到你短信了	早上	1	NP-D3-N1	VP-D2-N1
所以有人说我是思想上的巨人	所以有人说我是的巨人	思想上	LCP-D9-N0	DNP-D8-N0	你手头上的工作继续	你的工作继续	手头上	1	LCP-D4-N1	DNP-D3-N1
他对女生很害羞	他很害羞	对女生	PP-D3-N1	VP-D2-N1	我再给你买个号	我再买个号	给你	2	PP-D3-N2	VP-D2-N1
你跟销售经理说说	你说说	跟销售经理	PP-D3-N1	VP-D2-N1	孩子躺在母亲的臂弯里	孩子躺	在母亲的臂弯里	3	PP-D3-N2	VP-D2-N1
祖上多少代都没这基因	祖上多少代都没	这基因	NP-D4-N5	VP-D3-N3	我以后中午也带饭	我中午也带饭	以后	1	NP-D3-N1	VP-D2-N1
你手头上的工作继续	你工作继续	手头上的	DNP-D3-N1	NP-D2-N0	星期六的票光了	票光了	星期六的	0	DNP-D3-N0	NP-D2-N0
冲冲要做一个小手术	冲冲要做	一个小手术	NP-D4-N1	VP-D3-N2	所以你先做前期工作	所以你先做	前期工作	5	NP-D4-N2	VP-D3-N3
但是防腐剂什么的少	但是防腐剂少	什么的	OTH-D3-N2	NP-D2-N1	事儿妈神马的最讨厌了	事儿妈最讨厌了	神马的	3	OTH-D3-N1	NP-D2-N0
你下午几点结束	你结束	下午几点	NP-D3-N1	VP-D2-N1	我等下写个大概数给你发过去	我等下写给你发过去	个大概数	4	NP-D5-N1	VP-D4-N1
你还有喜剧天赋了列	你还有了列	喜剧天赋	NP-D5-N2	VP-D4-N2	我跟我室友說了	我跟說了	我室友	2	NP-D4-N1	VP-D2-N1
鸡蛋盒的圣诞树不错	的圣诞树不错	鸡蛋盒	NP-D4-N0	DNP-D3-N0	独立学院的就一个商贸英语类专业	的就一个商贸英语类专业	独立学院	0	NP-D4-N0	DNP-D3-N0
我就没有关心这个问题	我就没有关心问题	这个	DP-D6-N0	NP-D5-N1	洋插队是什么意思	洋插队是意思	什么	4	DP-D4-N2	NP-D3-N3
现在人的激素水平都不平衡了	现在激素水平都不平衡了	人的	DNP-D3-N1	NP-D2-N1	主要现在外面的东西太不放心了	主要现在东西太不放心了	外面的	4	DNP-D3-N2	NP-D2-N2
钱从你那里走	钱走	从你那里	PP-D3-N1	VP-D2-N1	那你的心还是在情绪里	那你的心还是	在情绪里	6	PP-D4-N5	VP-D3-N4
我们公司的宣传册出了	的宣传册出了	我们公司	NP-D4-N0	DNP-D3-N0	我爸只活在自己的世界里	我爸只活在的世界里	自己	5	NP-D8-N0	DNP-D7-N0
而且海边离高铁站很远	而且海边很远	离高铁站	PP-D3-N2	VP-D2-N2	你给我报个价吧	你报个价吧	给我	1	PP-D4-N1	VP-D3-N1
个人事情方面我觉得我没什么动力	个人事情方面我觉得我没	什么动力	NP-D5-N2	VP-D4-N1	学佛的人身处闹市但是心里安静	学佛的人身处但是心里安静	闹市	6	NP-D4-N4	VP-D3-N2
中午我打电话给你	中午我打电话	给你	PP-D3-N4	VP-D2-N2	你给你哥哥说一声	你说一声	给你哥哥	1	PP-D3-N1	VP-D2-N1
你还有喜剧天赋了列	你还有了列	喜剧天赋	NP-D5-N2	VP-D4-N2	它好喜欢寿司	它好喜欢	寿司	4	NP-D4-N2	VP-D3-N2
这个网站靠谱么	网站靠谱么	这个	DP-D4-N0	NP-D3-N0	其他的外国人都是同事同学	的外国人都是同事同学	其他	0	DP-D4-N0	NP-D2-N0
你跟销售经理说说	你说说	跟销售经理	PP-D3-N1	VP-D2-N1	风波延烧到政界	风波延烧	到政界	4	PP-D3-N2	VP-D2-N1
我不信基督但却相信真诚的力量	我不信基督但却相信力量	真诚的	DNP-D6-N1	NP-D5-N5	你们一家的照片比我的还多	你们照片比我的还多	一家的	2	DNP-D3-N1	NP-D2-N0
咱原来的格式里用保存人	咱用保存人	原来的格式里	LCP-D3-N1	VP-D2-N1	我只能给你问问工程上的同事	我只能给你问问的同事	工程上	7	LCP-D8-N0	VP-D5-N1
民主是不是好东西	民主是不是	好东西	NP-D3-N2	VP-D2-N1	你一会写派车单就行	你一会写就行	派车单	4	NP-D5-N2	VP-D4-N2
队员家长送了张卡	队员家长送了	张卡	NP-D3-N4	VP-D2-N1	你等等我到群里看她们还在不	你等等我到群里看还在不	她们	8	NP-D6-N2	VP-D4-N4
按照国内标准兔子是压着下限了	按照兔子是压着下限了	国内标准	NP-D3-N1	PP-D2-N0	我会和我同事分享的	我会和分享的	我同事	3	NP-D6-N1	PP-D5-N0
患难见真情	患难见	真情	NP-D3-N2	VP-D2-N1	你发我邮箱	你发	我邮箱	2	NP-D3-N2	VP-D2-N1
我都得耻骨联合分离症了	我都得了	耻骨联合分离症	NP-D4-N2	VP-D3-N2	我都是晚上	我都是	晚上	3	NP-D4-N2	VP-D3-N2
最多你是多买一个保险	最多你是多买保险	一个	QP-D6-N0	NP-D5-N2	我我很很注意到一个现象	我我很很注意到现象	一个	7	QP-D5-N2	NP-D4-N2
你在哪工作	你工作	在哪	PP-D3-N1	VP-D2-N1	我还在办公室苦守	我还苦守	在办公室	2	PP-D3-N2	VP-D2-N1
但是那个箱子质量好	但是箱子质量好	那个	DP-D4-N0	NP-D3-N1	你租我现在这个房间	你租我现在房间	这个	5	DP-D4-N2	NP-D3-N2
编译出啥问题了	编译出了	啥问题	NP-D3-N2	VP-D2-N1	你是坏蛋	你是	坏蛋	2	NP-D3-N2	VP-D2-N1
咱一年调整一次才	咱一年调整才	一次	QP-D4-N3	VP-D3-N2	但是房子里还有一个房间	但是房子里还有房间	一个	7	QP-D5-N0	VP-D3-N4
你那个单位怎么那么闲	你单位怎么那么闲	那个	DP-D3-N1	NP-D2-N0	所有历史背景都是虚构的	历史背景都是虚构的	所有	0	DP-D4-N0	NP-D3-N0
最近我们这里下了很多场大雪	最近我们这里下了大雪	很多场	QP-D4-N0	NP-D3-N5	我我很很注意到一个现象	我我很很注意到现象	一个	7	QP-D5-N2	NP-D4-N2
我去年年底感冒了一次病了一周	我感冒了一次病了一周	去年年底	NP-D4-N0	VP-D3-N1	你先去专柜试试	你先去试试	专柜	3	NP-D5-N1	VP-D4-N1
我给你找找	我找找	给你	PP-D3-N1	VP-D2-N1	大热天的你跟领导说说可以晚点来	大热天的你说说可以晚点来	跟领导	5	PP-D4-N1	VP-D3-N3
你那个单位怎么那么闲	你单位怎么那么闲	那个	DP-D3-N1	NP-D2-N0	我就没有关心这个问题	我就没有关心问题	这个	6	DP-D6-N0	NP-D5-N1
我没有干妈的微信	我没有微信	干妈的	DNP-D4-N0	NP-D3-N2	人各有自己的生长规律和足迹	人各有生长规律和足迹	自己的	3	DNP-D5-N0	NP-D4-N2
