demon	d_label	test	start	end	prediction
你看社区地图	社区地图	她是个行政的主任	19	16	nan
我上个月去找他了	上个月	我们按这个标准交	19	19	个
她是个行政的主任	个行政的主任	我其实很想他们说服我	27	10	nan
你在哪个医院	哪个医院	其他都是园林类的	17	9	nan
下午点的就可以	下午点	我以前唱烛光里的妈妈	19	21	光里的
我都是用网络硬盘的	网络硬盘	机会是你自己错失滴	19	21	是你自
小弟弟最可怜才一个月	一个	我昨天走了一个半小时	19	22	走了一个
下午点的就可以	下午点	你手里的钱应该够了吧	19	3	nan
你肯定是一个好爸爸	一个	新一轮的政治斗争又将开始	24	12	nan
你要找天线供应商	天线供应商	我爱人办完事会跟你们联系	19	21	人办完
目录没什么要求把	什么要求	我还得赶点东西	17	21	还得赶点东
他不管这些子事	这些子事	我们住哪个酒店	19	19	个
你看社区地图	社区地图	我们住哪个酒店	19	18	nan
同质化竞争到底坑了谁的爹	谁的爹	全家除了鸡蛋基本都吃素了	19	23	全家除了鸡
我有个重要问题那里有没有厕所	个重要问题	我昨天走了一个半小时	26	29	走了一个
这个领导可能有领导的想法吧	领导的想法	现在早教比大学贵	23	2	nan
社会主义不止一条路	一条路	你看这个有没好点	19	19	个
他们住一楼	一楼	我准备了好长时间嗯	19	2	nan
我周六凌晨的飞机	周六凌晨	原来账户的钱不够了	19	21	户的钱
我不太好去她家做菜	她家	谁只有小腿高	17	4	nan
我们局里好几个单身一起去玩玩	我们局里	文档里的是外置的吧	26	7	nan
我也正在物色这方面的人才	这方面	女状元的爸爸谈教育	4	21	在物色这方面的人才。这方面。[SEP]女状元
男人不差在别的地方	别的地方	只是人确实在某个时间段会很脆弱	22	24	在某个
原来账户的钱不够了	原来账户	你手里的钱应该够了吧	27	21	nan
这个交通标识是什么意思	什么意思	那你喜欢什么样的	27	2	nan
我还是坐周晨那儿	周晨那儿	明天祥惜他也和我们一起看房子	25	26	一起
现在我只加了电子病历的	电子病历的	我准备了好长时间嗯	29	21	nan
利民经常干这种事情的	这种事情	这个领导可能有领导的想法吧	19	19	个
送礼也是个技术活	个技术活	那你还要寄送什么推荐信	19	10	nan
他是换全新的	全新的	她是个行政的主任	19	15	nan
我周六凌晨的飞机	周六凌晨	这游戏的价值比太低了	19	3	nan
你要找天线供应商	天线供应商	其实穷也是一种幸福	26	23	nan
你叫什么名字	什么名字	附近有个民生银行	19	17	nan
肥肉妹这把赚大了	这把	那你俩照什么主题	20	16	nan
你家里比我家里可能性大些列	我家里	那是因为你自己这样觉得	25	28	自己这样
我也不知道他们的投诉电话	他们的投诉电话	燃料电池的项目最近没有什么进展	33	35	有什么
附近有个民生银行	个民生银行	然后你把钱打到我的支付宝	19	10	nan
利民经常干这种事情的	这种事情	全家除了鸡蛋基本都吃素了	18	13	nan
每天往返路程需要多长时间	多长时间	男人不差在别的地方	24	21	nan
他是换全新的	全新的	这样的说法也震动了我们那个政府	25	25	个
你在哪个医院	哪个医院	每天往返路程需要多长时间	26	9	nan
目录没什么要求把	什么要求	这个得往单位发	19	17	nan
这个要熊猫的那个	熊猫的那个	你在那公司里做过吧	18	14	nan
思八达是不是离你家很近	你家	节奏可能跟外企的差不多	19	11	nan
你肯定是一个好爸爸	一个	我昨天走了一个半小时	19	21	了一个
我也正在物色这方面的人才	这方面	对转基因的议论真的很多	19	21	对转基
龙猫属于夜行动物	夜行动物	我周六凌晨的飞机	19	21	凌晨的
土地基金增强特区财政储备	特区财政储备	这个是什么意思	24	23	nan
燃料电池的项目最近没有什么进展	什么进展	这个领导可能有领导的想法吧	29	24	nan
男人不差在别的地方	别的地方	节奏可能跟外企的差不多	5	6	在别
这个要熊猫的那个	熊猫的那个	那是因为你自己这样觉得	19	14	nan
徒弟只能做到这个程度	这个程度	你不在一早上了	20	13	nan
我五点后空的	五点后	他从楼上摔下来生死未卜我很难过	27	21	nan
你可以查查你们那边的	你们那边	我也正在物色这方面的人才	21	23	在物色
男人不差在别的地方	别的地方	按照银行报表的销售额可以	28	23	nan
俺弟一结婚我就没什么事了	什么事	我五点后空的	19	21	我五点
看样子这个年龄的男人很危险	这个年龄	女状元的爸爸谈教育	30	16	nan
我五点后空的	五点后	双方都不会放在心里	19	19	在
他是知青子女正在读博士	知青子女	这是我的微博	8	21	在读博士。知青子女。[SEP]这是我
看样子这个年龄的男人很危险	这个年龄	对转基因的议论真的很多	24	16	nan
小弟弟最可怜才一个月	一个	新一轮的政治斗争又将开始	25	13	nan
目录没什么要求把	什么要求	谁只有小腿高	18	21	有小腿高
那在这个方面上我们能达成共识	这个方面	我们局里好几个单身一起去玩玩	31	28	nan
我上个月去找他了	上个月	他是纯爷们	16	11	nan
化妆品可能占点空间会	点空间	计画不如变化快	19	7	nan
化妆品可能占点空间会	点空间	正好我现在一个同事有点心得	21	23	在一个
我还得赶点东西	点东西	燃料电池的项目最近没有什么进展	27	21	nan
文科基本上生活中有点用	生活中	双方都不会放在心里	24	21	nan
我周日晚上走	周日晚上	只是个人没什么好处	17	16	nan
一个人在家么	一个	新一轮的政治斗争又将开始	21	9	nan
半个月前我姨夫出车祸过世了	半个	新一轮的政治斗争又将开始	28	16	nan
我周日晚上走	周日晚上	利民经常干这种事情的	19	20	这种
我也正在物色这方面的人才	这方面	文档里的是外置的吧	25	21	nan
燃料电池的项目最近没有什么进展	什么进展	关键是他的英语水平跟我一样	25	35	是他的英语水平跟我一样
目录没什么要求把	什么要求	送礼也是个技术活	19	20	是个
那我明天早上跟她说吧	明天早上	他们报了什么兴趣班	27	21	nan
你该找个妹子了	个妹子	我知道莫路送卡了	19	9	nan
我是你同学	你同学	他通过电视认识我的	19	9	nan
你往我家打电话了	我家	那在这个方面上我们能达成共识	15	17	在这个
正好我现在一个同事有点心得	一个	我昨天走了一个半小时	5	25	在一个同事有点心得。一个。[SEP]我昨天走了一个
你手里的钱应该够了吧	你手	我们局里好几个单身一起去玩玩	25	22	nan
这游戏的价值比太低了	这游戏	看样子这个年龄的男人很危险	21	21	个
你不在一早上了	一早上	你是什么时候来	19	7	nan
我还得赶点东西	点东西	那你寒假什么打算	20	19	nan
你不在一早上了	一早上	他通过电视认识我的	3	21	在一早上了。一早上。[SEP]他通过电视认识我
龙猫属于夜行动物	夜行动物	这个是小影院	18	17	nan
你不在一早上了	一早上	利民经常干这种事情的	19	20	这种
这个是什么意思	什么意思	官二代富二代都在国外拿绿卡	22	2	nan
我们做弱电系统	弱电系统	这个啥意思	18	16	nan
我周日晚上走	周日晚上	我买了挺多肉丸的	19	21	肉丸的
你入市了几多钱	几多钱	你可以查查你们那边的	19	4	nan
那我明天早上跟她说吧	明天早上	化妆品可能占点空间会	27	2	nan
这个男孩有些意向	些意向	这边的是从设备出来直接光纤连的	19	2	nan
这个是什么意思	什么意思	全家除了鸡蛋基本都吃素了	27	2	nan
他们报了什么兴趣班	什么兴趣班	我准备了好长时间嗯	27	21	nan
俺弟一结婚我就没什么事了	什么事	你要给我客人的护照号码和名字	19	21	你要给
孩子们去同学家过生日去了	同学家	你啥米专业	19	21	你啥米
我们按这个标准交	这个标准	我跟我同事一起弄她的店	19	11	nan
之前的一个硕士博士都留院了	一个	我昨天走了一个半小时	19	25	我昨天走了一个
这是你才华的发动机	你才华的发动机	我只知道法海无鞭	26	23	nan
你的光环是你自己的	你自己的	谁只有小腿高	19	20	有小
我是说手机信息	手机信息	你叫什么名字	19	20	名字
节奏可能跟外企的差不多	外企的	我跟我同事一起弄她的店	19	24	跟我同事一起
徒弟只能做到这个程度	这个程度	她对你们都很熟悉的	19	13	nan
丫头去了好几次	好几次	彩妆下一步	19	11	nan
你这周先别去	这周	俺弟一结婚我就没什么事了	19	21	没什么
孩子们去同学家过生日去了	同学家	现在我只加了电子病历的	20	21	在我
我买了挺多肉丸的	挺多肉丸	你问问销售的价格	19	21	销售的
我们是泡沫的	泡沫的	全家除了鸡蛋基本都吃素了	25	6	nan
我一直放低自己的底线	自己的底线	你肯定是一个好爸爸	19	24	你肯定是一个
我跟我同事一起弄她的店	我同事	你在那公司里做过吧	19	21	在那公
那你俩照什么主题	什么主题	这个要熊猫的那个	18	23	要熊猫的那个
我是你同学	你同学	我一直但是这个事情	19	18	nan
他是纯爷们	纯爷们	其他都是园林类的	19	5	nan
他们报了什么兴趣班	什么兴趣班	我只知道法海无鞭	19	21	只知道
我们住哪个酒店	哪个酒店	女人对自己好点	19	10	nan
你可以查查你们那边的	你们那边的	我一直但是这个事情	19	25	我一直但是这个
这个领导可能有领导的想法吧	领导的想法	我一直但是这个事情	26	28	是这个
我还是坐周晨那儿	周晨那儿	那个超声喷雾做的是球形的	24	17	nan
下次他什么时候来	什么时候	那你还不就拿个提成	19	22	不就拿个
灵感来自我师母	我师母	我只知道法海无鞭	19	2	nan
这个交通标识是什么意思	什么意思	我还有点佩服你师傅这样的人	19	2	nan
我们是泡沫的	泡沫的	我昨天走了一个半小时	19	19	个
土地基金增强特区财政储备	特区财政储备	关键是税务能否动	27	3	nan
其实穷也是一种幸福	一种幸福	你看这个有没好点	19	20	这个
那你喜欢什么样的	什么样的	官二代富二代都在国外拿绿卡	23	7	nan
现在我只加了电子病历的	电子病历	看样子这个年龄的男人很危险	2	23	在我只加了电子病历的。电子病历。[SEP]看样子这个
下次他什么时候来	什么时候	我周六凌晨的飞机	19	21	凌晨的
女状元的爸爸谈教育	女状元	原来账户的钱不够了	19	21	户的钱
我们做弱电系统	弱电系统	关键是税务能否动	17	2	nan
我们做弱电系统	弱电系统	我一直但是这个事情	19	21	是这个
那小子赚了不少钱	不少钱	然后你把钱打到我的支付宝	25	23	nan
这恰恰说明了应试教育的好处	应试教育的好处	下次他什么时候来	30	25	nan
我是你同学	你同学	我们住哪个酒店	19	16	nan
这恰恰说明了应试教育的好处	应试教育的好处	我要跟家长说说	29	8	nan
我是说手机信息	手机信息	这个男孩有些意向	19	16	nan
正好我现在一个同事有点心得	点心得	徒弟只能做到这个程度	25	27	到这个
这恰恰说明了应试教育的好处	应试教育的好处	她对你们都很熟悉的	25	8	nan
我哪有什么关系	什么关系	我们每个人买了一个新秀丽的箱子	19	23	人买了一个
我周日晚上走	周日晚上	我跟我同事一起弄她的店	19	20	一起
我还是坐周晨那儿	周晨那儿	班长说你保养最好	19	23	你保养最好
这恰恰说明了应试教育的好处	应试教育	对转基因的议论真的很多	24	21	nan
我们做弱电系统	弱电系统	老板应该是想你们回来	19	23	是想你们回
他们报了什么兴趣班	什么兴趣班	你说他家有什么	19	21	说他家
他是换全新的	全新的	正好我现在一个同事有点心得	17	19	在一个
我们按这个标准交	这个标准	男人不差在别的地方	20	11	nan
我还是坐周晨那儿	周晨那儿	我觉得他那个驾校也有问题	25	21	nan
燃料电池的项目最近没有什么进展	什么进展	那你喜欢什么样的	31	29	nan
你看社区地图	社区地图	到时候我给你们打电话	19	21	你们打
你肯定是一个好爸爸	一个好爸爸	化妆品可能占点空间会	27	12	nan
她天天做你的	你的	提前批好像是公安之类的	17	14	nan
附近有个民生银行	个民生银行	正好我现在一个同事有点心得	21	23	在一个
我知道那个地方	那个地方	我买了挺多肉丸的	19	10	nan
我下个月去买车	下个月	你该找个妹子了	19	17	nan
他是纯爷们	纯爷们	你往我家打电话了	19	5	nan
我买了挺多肉丸的	挺多肉丸	利民经常干这种事情的	19	22	常干这种
龙猫属于夜行动物	夜行动物	提前批好像是公安之类的	26	22	nan
你不在一早上了	一早上	我知道莫路送卡了	3	21	在一早上了。一早上。[SEP]我知道莫路送卡了
提前批好像是公安之类的	公安之类	我也正在物色这方面的人才	22	3	nan
我们公司在搞什么二十周年庆	什么二十周年庆	海边离火车站很远	5	20	在搞什么二十周年庆。什么二十周年
她是个行政的主任	个行政的主任	那你俩照什么主题	19	10	nan
文科基本上生活中有点用	点用	这个是小影院	19	18	nan
然后你把钱打到我的支付宝	我的支付宝	我还得赶点东西	27	21	nan
丫头去了好几次	好几次	你肯定是一个好爸爸	19	19	个
节奏可能跟外企的差不多	外企的	那是因为你自己这样觉得	19	26	是因为你自己这样
我知道那个地方	那个地方	我还在网上败但现在多在商场	25	10	nan
我们做弱电系统	弱电系统	这是我的微博	17	2	nan
思八达是不是离你家很近	你家	你在那公司里做过吧	18	21	在那公司
你想多少人	多少人	他也怕自己老了	19	3	nan
肥肉妹这把赚大了	这把	你在哪个医院	15	17	在哪个
这个是什么意思	什么意思	我昨天走了一个半小时	19	21	了一个
你要给我客人的护照号码和名字	客人的护照号码和名字	那你还要寄送什么推荐信	38	35	nan
这游戏的价值比太低了	这游戏	女状元的爸爸谈教育	18	21	状元的爸
你叫什么名字	什么名字	我在高铁上了	15	6	nan
我买了挺多肉丸的	挺多肉丸	明天祥惜他也和我们一起看房子	25	26	一起
我知道那个地方	那个地方	你说他家有什么	19	10	nan
这个是小影院	小影院	你叫什么名字	19	2	nan
我们是泡沫的	泡沫的	我跟我同事一起弄她的店	24	19	nan
我下个月去买车	下个月	我们是泡沫的	19	10	nan
我周日晚上走	周日晚上	那你还是打印电子版的吧	17	21	是打印电子
我买了这件	这件	俺弟一结婚我就没什么事了	17	8	nan
那你喜欢什么样的	什么样的	男人不差在别的地方	20	21	在别
丫头去了好几次	好几次	小弟弟最可怜才一个月	24	22	nan
这恰恰说明了应试教育的好处	应试教育的好处	你和我哥差不多大	25	8	nan
我没见过她老公	她老公	女人对自己好点	17	11	nan
我以前唱烛光里的妈妈	烛光里的妈妈	只是人确实在某个时间段会很脆弱	25	27	在某个
这就是贫富差距的显现	贫富差距	对转基因的议论真的很多	19	1	nan
现在我只加了电子病历的	电子病历的	计画不如变化快	25	3	nan
这是我的微博	我的微博	谁只有小腿高	19	3	nan
我跟他都做了酒店的英语测试	酒店的英语测试	关键是学校的成绩单不好印	26	21	nan
龙猫属于夜行动物	夜行动物	这个领导可能有领导的想法吧	26	17	nan
你可以查查你们那边的	你们那边的	附近有个民生银行	19	22	附近有个
我跟我同事一起弄她的店	我同事	你家里比我家里可能性大些列	26	29	能性大些
我就在你面前倚老卖老一次吧	一次	我昨天走了一个半小时	19	25	我昨天走了一个
这恰恰说明了应试教育的好处	应试教育的好处	我还在网上败但现在多在商场	34	36	在商场
我是说手机信息	手机信息	我跟他都做了酒店的英语测试	19	27	做了酒店的英语测试
我们住哪个酒店	哪个酒店	灵感来自我师母	19	10	nan
你要找天线供应商	天线供应商	我还是坐周晨那儿	19	4	nan
文科基本上生活中有点用	点用	我觉得他那个驾校也有问题	26	22	nan
目录没什么要求把	什么要求	我也不知道他们的投诉电话	19	11	nan
我哪有什么关系	什么关系	这个男孩有些意向	19	16	nan
我们公司在搞什么二十周年庆	什么二十周年庆	下次他什么时候来	5	25	在搞什么二十周年庆。什么二十周年庆。[SEP]下次
她在跟她老公打电话	她老公	那在这个方面上我们能达成共识	17	19	在这个
我买了挺多肉丸的	挺多肉丸	我跟我同事一起弄她的店	19	21	同事一
我周日晚上走	周日晚上	明天祥惜他也和我们一起看房子	19	21	也和我
大雪在圣诞的时候	圣诞的时候	我也正在物色这方面的人才	20	22	在物色
你在哪个医院	哪个医院	我还是坐周晨那儿	19	9	nan
这是一这是原则问题	原则问题	于是我更加关注这支球队	17	26	于是我更加关注这支球
你和我哥差不多大	我哥	你家里比我家里可能性大些列	27	25	nan
我们按这个标准交	这个标准	她在跟她老公打电话	17	11	nan
这恰恰说明了应试教育的好处	应试教育的好处	她是个行政的主任	25	26	是个
这游戏的价值比太低了	这游戏	我以前唱烛光里的妈妈	19	1	nan
你啥时来	啥时	你可以去其他地方测试一下	12	21	以去其他地方测试一下
他是换全新的	全新的	我其实很想他们说服我	17	3	nan
你这周先别去	这周	我一直但是这个事情	19	18	nan
你看社区地图	社区地图	全家除了鸡蛋基本都吃素了	25	21	nan
我们局里好几个单身一起去玩玩	我们局	你在那公司里做过吧	22	7	nan
你这几年过得好不饿	这几年	我觉得他那个驾校也有问题	25	21	nan
目录没什么要求把	什么要求	你在网上看	17	11	nan
我买了挺多肉丸的	挺多肉丸	他也怕自己老了	19	21	自己老
那我明天早上跟她说吧	明天早上	你叫什么名字	24	21	nan
龙猫属于夜行动物	夜行动物	附近有个民生银行	19	19	个
这个领导可能有领导的想法吧	领导的想法	她在跟她老公打电话	23	2	nan
我们做弱电系统	弱电系统	其实穷也是一种幸福	19	21	是一种
我准备了好长时间嗯	好长时间	你是什么时候来	18	21	是什么时
这就是贫富差距的显现	贫富差距	文档里的是外置的吧	24	21	nan
那你还不就拿个提成	个提成	我们是泡沫的	18	11	nan
我们做弱电系统	弱电系统	那你还不就拿个提成	19	21	就拿个
同质化竞争到底坑了谁的爹	谁的爹	只是个人没什么好处	20	21	是个
我是说手机信息	手机信息	文科基本上生活中有点用	25	4	nan
大雪在圣诞的时候	圣诞的时候	燃料电池的项目最近没有什么进展	27	21	nan
我有个重要问题那里有没有厕所	个重要问题	我买了挺多肉丸的	31	16	nan
你可以查查你们那边的	你们那边	你手里的钱应该够了吧	18	21	你手里的
你叫什么名字	什么名字	送礼也是个技术活	17	18	是个
女状元的爸爸谈教育	女状元	这游戏的价值比太低了	19	3	nan
我明天有健步走活动	健步走活动	你是什么时候来	19	21	是什么
你的光环是你自己的	你自己的	然后你把钱打到我的支付宝	19	21	你把钱
我是说手机信息	手机信息	我知道莫路送卡了	19	4	nan
那你请啥假	啥假	我哪有什么关系	17	15	nan
我还得赶点东西	点东西	你在网上看	15	9	nan
其他都是园林类的	园林类	对转基因的议论真的很多	19	21	的议论
这个要熊猫的那个	熊猫的那个	这边的是从设备出来直接光纤连的	19	14	nan
土地基金增强特区财政储备	特区财政储备	你啥米专业	26	23	nan
土地基金增强特区财政储备	特区财政储备	我要跟家长说说	27	3	nan
那你请啥假	啥假	那你在群里说说	13	4	nan
这个是什么意思	什么意思	这是你才华的发动机	24	2	nan
文科基本上生活中有点用	生活中	我以前唱烛光里的妈妈	19	21	以前唱
原来账户的钱不够了	原来账户	我以前唱烛光里的妈妈	19	23	前唱烛光里
那你还要寄送什么推荐信	什么推荐信	他也怕自己老了	27	8	nan
我以前唱烛光里的妈妈	烛光里的妈妈	男人不差在别的地方	24	21	nan
我买了挺多肉丸的	挺多肉丸	计画不如变化快	19	3	nan
看样子这个年龄的男人很危险	这个年龄	这游戏的价值比太低了	31	16	nan
忠厚保持到生命最后一刻	生命最后一刻	所以我才有其他想法	25	21	nan
化妆品可能占点空间会	点空间	她是个行政的主任	18	19	是个
思八达是不是离你家很近	你家	那是因为你自己这样觉得	19	25	因为你自己这样
那小子赚了不少钱	不少钱	我也正在物色这方面的人才	18	21	在物色这
我们做弱电系统	弱电系统	谁只有小腿高	17	2	nan
我准备了好长时间嗯	好长时间	班长说你保养最好	19	1	nan
我知道那个地方	那个地方	我也正在物色这方面的人才	18	10	nan
你看社区地图	社区地图	老板应该是想你们回来	19	21	想你们
你看社区地图	社区地图	我还有点佩服你师傅这样的人	19	24	服你师傅这样
按照银行报表的销售额可以	银行报表	你手里的钱应该够了吧	25	21	nan
只是个人没什么好处	什么好处	我有同学在这儿	21	3	nan
你想多少人	多少人	你该找个妹子了	19	15	nan
那你喜欢什么样的	什么样的	于是我更加关注这支球队	16	21	于是我更加关
我基本每周都不走	每周	所以我才有其他想法	19	21	其他想
我周日晚上走	周日晚上	下次他什么时候来	20	15	nan
女状元的爸爸谈教育	女状元	你手里的钱应该够了吧	19	3	nan
按照银行报表的销售额可以	银行报表	女状元的爸爸谈教育	27	4	nan
龙猫属于夜行动物	夜行动物	化妆品可能占点空间会	19	22	可能占点
女状元的爸爸谈教育	女状元	看样子这个年龄的男人很危险	19	20	这个
我一直放低自己的底线	自己的底线	提前批好像是公安之类的	24	21	nan
你这几年过得好不饿	这几年	只是人确实在某个时间段会很脆弱	21	23	在某个
按照银行报表的销售额可以	银行报表	原来账户的钱不够了	29	21	nan
那小子赚了不少钱	不少钱	忠厚保持到生命最后一刻	19	21	到生命
忠厚保持到生命最后一刻	生命最后一刻	再说你很多群友学生	30	28	nan
按照银行报表的销售额可以	银行报表	对转基因的议论真的很多	31	4	nan
那你喜欢什么样的	什么样的	我四点从单位直接出发	19	21	从单位
你入市了几多钱	几多钱	你在网上看	15	4	nan
你在哪个医院	哪个医院	现在我只加了电子病历的	15	9	nan
你啥时来	啥时	你该找个妹子了	17	13	nan
你看社区地图	社区地图	你和我哥差不多大	19	21	不多大
我买了挺多肉丸的	挺多肉丸	每天往返路程需要多长时间	18	3	nan
我们公司在搞什么二十周年庆	什么二十周年庆	我没见过她老公	5	20	在搞什么二十周年庆。什么二十周年
你可以查查你们那边的	你们那边	这游戏的价值比太低了	25	21	nan
你看社区地图	社区地图	我有同学在这儿	18	2	nan
然后你把钱打到我的支付宝	我的支付宝	这是我的微博	27	21	nan
孩子们去同学家过生日去了	同学家	这个是什么意思	24	20	nan
你想多少人	多少人	那你喜欢什么样的	19	18	nan
徒弟只能做到这个程度	这个程度	其实穷也是一种幸福	19	13	nan
每天往返路程需要多长时间	多长时间	我也正在物色这方面的人才	23	2	nan
我买了这件	这件	你叫什么名字	17	8	nan
这就是贫富差距的显现	贫富差距	你手里的钱应该够了吧	18	21	你手里的
看样子这个年龄的男人很危险	这个年龄	文档里的是外置的吧	25	16	nan
这就是贫富差距的显现	贫富差距	原来账户的钱不够了	19	1	nan
那你喜欢什么样的	什么样的	我一直放低自己的底线	19	21	放低自
我发现你每天很有点无聊列	每天	你在哪个医院	19	21	在哪个
那你还要寄送什么推荐信	什么推荐信	我也不知道他们的投诉电话	32	8	nan
利民经常干这种事情的	这种事情	我们是泡沫的	20	13	nan
每天往返路程需要多长时间	多长时间	正好我现在一个同事有点心得	24	26	在一个
你啥时来	啥时	你在哪个医院	11	13	在哪个
你入市了几多钱	几多钱	你叫什么名字	20	19	nan
男人不差在别的地方	别的地方	我们按这个标准交	5	21	在别的地方。别的地方。[SEP]我们按这个
这个男孩有些意向	些意向	谁只有小腿高	17	2	nan
然后你把钱打到我的支付宝	我的支付宝	我五点后空的	27	21	nan
我不太好去她家做菜	她家	徒弟只能做到这个程度	19	22	做到这个
你可以查查你们那边的	你们那边的	忠厚保持到生命最后一刻	27	4	nan
我买了这件	这件	男人不差在别的地方	15	8	nan
我也不知道他们的投诉电话	他们的投诉电话	我周六凌晨的飞机	26	5	nan
我们住哪个酒店	哪个酒店	这恰恰说明了应试教育的好处	19	10	nan
下次他什么时候来	什么时候	我觉得他那个驾校也有问题	25	21	nan
燃料电池的项目最近没有什么进展	什么进展	你要给我客人的护照号码和名字	37	36	nan
肥肉妹这把赚大了	这把	我们公司在搞什么二十周年庆	18	21	在搞什么
按照银行报表的销售额可以	银行报表的销售额	你家里比我家里可能性大些列	32	35	能性大些
我们按这个标准交	这个标准	那在这个方面上我们能达成共识	17	19	在这个
附近有个民生银行	个民生银行	明天祥惜他也和我们一起看房子	26	10	nan
我们按这个标准交	这个标准	节奏可能跟外企的差不多	19	11	nan
社会主义不止一条路	一条路	我们还不是可以自己活	19	8	nan
我买了挺多肉丸的	挺多肉丸	正好我现在一个同事有点心得	20	22	在一个
你想多少人	多少人	我哪有什么关系	19	16	nan
你在那公司里做过吧	那公司	那在这个方面上我们能达成共识	17	19	在这个
忠厚保持到生命最后一刻	生命最后一刻	她在跟她老公打电话	22	26	在跟她老公
孩子们去同学家过生日去了	同学家	我从心里喜欢孩子的真	19	23	我从心里喜
这游戏的价值比太低了	这游戏	你手里的钱应该够了吧	25	21	nan
我都是用网络硬盘的	网络硬盘	我一直放低自己的底线	27	21	nan
我知道那个地方	那个地方	女人对自己好点	19	10	nan
我就在你面前倚老卖老一次吧	一次	你肯定是一个好爸爸	19	24	你肯定是一个
燃料电池的项目最近没有什么进展	燃料电池	女状元的爸爸谈教育	24	13	nan
孩子们去同学家过生日去了	同学家	我跟你们讲过的	19	3	nan
肥肉妹这把赚大了	这把	燃料电池的项目最近没有什么进展	27	21	nan
我们是泡沫的	泡沫的	明天祥惜他也和我们一起看房子	19	23	和我们一起
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	这个是小影院	29	28	nan
女状元的爸爸谈教育	女状元	我也正在物色这方面的人才	19	21	在物色
利民经常干这种事情的	这种事情	灵感来自我师母	25	13	nan
我们是泡沫的	泡沫的	那个超声喷雾做的是球形的	19	14	nan
他是纯爷们	纯爷们	关键是他的英语水平跟我一样	25	24	nan
龙猫属于夜行动物	夜行动物	我买了挺多肉丸的	24	21	nan
我对她高中都没什么印象	什么印象	龙猫属于夜行动物	22	9	nan
燃料电池的项目最近没有什么进展	什么进展	那你还要寄送什么推荐信	25	13	nan
我还得赶点东西	点东西	关键是人家为什么放手	19	21	为什么
下次他什么时候来	什么时候	附近有个民生银行	19	19	个
你这周先别去	这周	他们报了什么兴趣班	19	2	nan
那你还是打印电子版的吧	电子版的	计画不如变化快	19	21	计画不
只是人确实在某个时间段会很脆弱	某个时间段	我跟我同事一起弄她的店	6	18	在某个时间段会很脆弱。某个
徒弟只能做到这个程度	这个程度	我其实很想他们说服我	27	13	nan
我是说手机信息	手机信息	我觉得他那个驾校也有问题	24	20	nan
我没见过她老公	她老公	他是纯爷们	19	11	nan
那你还不就拿个提成	个提成	你往我家打电话了	17	11	nan
龙猫属于夜行动物	夜行动物	我五点后空的	19	21	后空的
只是人确实在某个时间段会很脆弱	某个时间段	你家里比我家里可能性大些列	6	18	在某个时间段会很脆弱。某个
我明天有健步走活动	健步走活动	目录没什么要求把	25	21	nan
这是你才华的发动机	你才华的发动机	我对她高中都没什么印象	31	21	nan
附近有个民生银行	个民生银行	海边离火车站很远	19	10	nan
化妆品可能占点空间会	点空间	那是因为你自己这样觉得	19	25	因为你自己这样
现在我只加了电子病历的	电子病历的	女人对自己好点	2	21	在我只加了电子病历的。电子病历的。[SEP]女人
你该找个妹子了	个妹子	我买了挺多肉丸的	0	9	[CLS]你该找个妹子了。个
我都是用网络硬盘的	网络硬盘	那你俩照什么主题	25	19	nan
这就是贫富差距的显现	贫富差距的显现	你看俺弟黑的	27	22	nan
按照银行报表的销售额可以	银行报表的销售额	那在这个方面上我们能达成共识	25	27	在这个
我们每个人买了一个新秀丽的箱子	一个新秀丽的箱子	你往我家打电话了	28	18	nan
附近有个民生银行	个民生银行	这个是小影院	19	18	nan
其他都是园林类的	园林类	你手里的钱应该够了吧	25	8	nan
思八达是不是离你家很近	你家	只是人确实在某个时间段会很脆弱	22	24	在某个
我准备了好长时间嗯	好长时间	我是你同学	19	21	你同学
他是知青子女正在读博士	知青子女	我其实很想他们说服我	8	21	在读博士。知青子女。[SEP]我其实
他是换全新的	全新的	关键是税务能否动	18	3	nan
这个领导可能有领导的想法吧	领导的想法	你可以去其他地方测试一下	24	2	nan
文科基本上生活中有点用	点用	我要跟家长说说	19	21	跟家长
你和我哥差不多大	我哥	你在那公司里做过吧	15	21	在那公司里做过
那我明天早上跟她说吧	明天早上	目录没什么要求把	25	22	nan
现在我只加了电子病历的	电子病历	我以前唱烛光里的妈妈	19	21	我以前
所以我才有其他想法	其他想法	他也怕自己老了	18	23	也怕自己老了
我周日晚上走	周日晚上	再说你很多群友学生	17	21	很多群友学
其他都是园林类的	园林类的	我爱人办完事会跟你们联系	24	21	nan
我一直放低自己的底线	自己的底线	你那边现在几点	23	21	nan
男人不差在别的地方	别的地方	那在这个方面上我们能达成共识	18	20	在这个
肥肉妹这把赚大了	这把	你是什么时候来	19	1	nan
他是换全新的	全新的	我知道那个地方	19	17	nan
我发现你每天很有点无聊列	每天	男人不差在别的地方	22	23	在别
下次他什么时候来	什么时候	这个是什么意思	18	17	nan
所以我才有其他想法	其他想法	你看俺弟黑的	17	21	你看俺弟黑
男人不差在别的地方	别的地方	那是因为你自己这样觉得	19	25	因为你自己这样
我们做弱电系统	弱电系统	那你俩照什么主题	16	21	你俩照什么主
